worse solution,0.17795506358847635,0.9975277384114388,accepted,"[8, 49, 15, 1, 28, 20, 33, 29, 9, 48, 37, 10, 31, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 45, 11, 46, 3, 16, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 44, 32, 38, 19, 34, 35, 2, 39]","[8, 49, 15, 35, 34, 19, 38, 32, 44, 4, 17, 42, 23, 5, 13, 24, 12, 40, 18, 41, 43, 14, 36, 16, 3, 46, 11, 45, 50, 26, 47, 22, 6, 25, 7, 30, 27, 21, 0, 31, 10, 37, 48, 9, 29, 33, 20, 28, 1, 2, 39]",611.572104561,636.325331296
worse solution,0.9307465290322368,0.9925801661980306,accepted,"[8, 49, 15, 35, 34, 19, 38, 32, 44, 4, 17, 42, 23, 5, 13, 24, 12, 40, 18, 41, 43, 14, 36, 16, 3, 46, 11, 45, 50, 26, 47, 22, 6, 25, 7, 30, 27, 21, 0, 31, 10, 37, 48, 9, 29, 33, 20, 28, 1, 2, 39]","[8, 49, 15, 35, 34, 19, 38, 32, 44, 4, 17, 42, 23, 5, 13, 24, 12, 40, 9, 48, 37, 10, 31, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 45, 11, 46, 3, 16, 36, 14, 43, 41, 18, 29, 33, 20, 28, 1, 2, 39]",636.325331296,710.427933358
worse solution,0.9837797450288974,0.9952177888875098,accepted,"[8, 49, 15, 35, 34, 19, 38, 32, 44, 4, 17, 42, 23, 5, 13, 24, 12, 40, 9, 48, 37, 10, 31, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 45, 11, 46, 3, 16, 36, 14, 43, 41, 18, 29, 33, 20, 28, 1, 2, 39]","[8, 49, 15, 35, 34, 19, 38, 32, 44, 4, 17, 42, 23, 5, 13, 24, 12, 40, 9, 48, 37, 10, 31, 36, 16, 3, 46, 11, 45, 50, 26, 47, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 29, 33, 20, 28, 1, 2, 39]",710.427933358,757.886588241
better solution,none,none,accepted,"[8, 49, 15, 35, 34, 19, 38, 32, 44, 4, 17, 42, 23, 5, 13, 24, 12, 40, 9, 48, 37, 10, 31, 36, 16, 3, 46, 11, 45, 50, 26, 47, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 29, 33, 20, 28, 1, 2, 39]","[8, 49, 15, 20, 33, 29, 18, 41, 43, 14, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 45, 11, 46, 3, 16, 36, 31, 10, 37, 48, 9, 40, 12, 24, 13, 5, 23, 42, 17, 4, 44, 32, 38, 19, 34, 35, 28, 1, 2, 39]",757.886588241,752.229176543
better solution,none,none,accepted,"[8, 49, 15, 20, 33, 29, 18, 41, 43, 14, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 45, 11, 46, 3, 16, 36, 31, 10, 37, 48, 9, 40, 12, 24, 13, 5, 23, 42, 17, 4, 44, 32, 38, 19, 34, 35, 28, 1, 2, 39]","[8, 49, 15, 20, 33, 29, 2, 1, 28, 35, 34, 19, 38, 32, 44, 4, 17, 42, 23, 5, 13, 24, 12, 40, 9, 48, 37, 10, 31, 36, 16, 3, 46, 11, 45, 50, 26, 47, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]",752.229176543,678.562636889
worse solution,0.444895552653378,0.9913494723785073,accepted,"[8, 49, 15, 20, 33, 29, 2, 1, 28, 35, 34, 19, 38, 32, 44, 4, 17, 42, 23, 5, 13, 24, 12, 40, 9, 48, 37, 10, 31, 36, 16, 3, 46, 11, 45, 50, 26, 47, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]","[8, 49, 15, 20, 33, 29, 2, 1, 28, 35, 34, 36, 31, 10, 37, 48, 9, 40, 12, 24, 13, 5, 23, 42, 17, 4, 44, 32, 38, 19, 16, 3, 46, 11, 45, 50, 26, 47, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]",678.562636889,763.293815034
better solution,none,none,accepted,"[8, 49, 15, 20, 33, 29, 2, 1, 28, 35, 34, 36, 31, 10, 37, 48, 9, 40, 12, 24, 13, 5, 23, 42, 17, 4, 44, 32, 38, 19, 16, 3, 46, 11, 45, 50, 26, 47, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]","[8, 49, 15, 20, 33, 29, 2, 1, 28, 35, 34, 36, 31, 10, 37, 48, 9, 40, 12, 24, 13, 5, 47, 26, 50, 45, 11, 46, 3, 16, 19, 38, 32, 44, 4, 17, 42, 23, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]",763.293815034,758.524135341
worse solution,0.0400991990513363,0.996664924678273,accepted,"[8, 49, 15, 20, 33, 29, 2, 1, 28, 35, 34, 36, 31, 10, 37, 48, 9, 40, 12, 24, 13, 5, 47, 26, 50, 45, 11, 46, 3, 16, 19, 38, 32, 44, 4, 17, 42, 23, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]","[8, 49, 15, 20, 33, 29, 2, 1, 28, 35, 34, 42, 17, 4, 44, 32, 38, 19, 16, 3, 46, 11, 45, 50, 26, 47, 5, 13, 24, 12, 40, 9, 48, 37, 10, 31, 36, 23, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]",758.524135341,790.77879196
worse solution,0.9159510964750005,0.997829876303617,accepted,"[8, 49, 15, 20, 33, 29, 2, 1, 28, 35, 34, 42, 17, 4, 44, 32, 38, 19, 16, 3, 46, 11, 45, 50, 26, 47, 5, 13, 24, 12, 40, 9, 48, 37, 10, 31, 36, 23, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]","[8, 10, 37, 48, 9, 40, 12, 24, 13, 5, 47, 26, 50, 45, 11, 46, 3, 16, 19, 38, 32, 44, 4, 17, 42, 34, 35, 28, 1, 2, 29, 33, 20, 15, 49, 31, 36, 23, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]",790.77879196,811.649673746
better solution,none,none,accepted,"[8, 10, 37, 48, 9, 40, 12, 24, 13, 5, 47, 26, 50, 45, 11, 46, 3, 16, 19, 38, 32, 44, 4, 17, 42, 34, 35, 28, 1, 2, 29, 33, 20, 15, 49, 31, 36, 23, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]","[8, 10, 37, 48, 9, 4, 44, 32, 38, 19, 16, 3, 46, 11, 45, 50, 26, 47, 5, 13, 24, 12, 40, 17, 42, 34, 35, 28, 1, 2, 29, 33, 20, 15, 49, 31, 36, 23, 22, 6, 25, 7, 30, 27, 21, 0, 14, 43, 41, 18, 39]",811.649673746,778.937106488
