worse solution,0.20143031749584872,0.9973108633222082,accepted,"[20, 28, 1, 15, 49, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 45, 11, 46, 3, 16, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 44, 32, 38, 19, 34, 35, 2, 39]","[20, 28, 1, 15, 49, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 16, 3, 46, 11, 45, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 44, 32, 38, 19, 34, 35, 2, 39]",630.641880282,657.569469293
better solution,none,none,accepted,"[20, 28, 1, 15, 49, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 16, 3, 46, 11, 45, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 44, 32, 38, 19, 34, 35, 2, 39]","[20, 28, 1, 15, 49, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 16, 3, 46, 11, 45, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 2, 35, 34, 19, 38, 32, 44]",657.569469293,651.974181074
worse solution,0.32634803319389305,0.9987449090106147,accepted,"[20, 28, 1, 15, 49, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 25, 6, 22, 47, 26, 50, 16, 3, 46, 11, 45, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 2, 35, 34, 19, 38, 32, 44]","[20, 28, 1, 15, 49, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 3, 46, 11, 45, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 2, 35, 34, 19, 38, 32, 44]",651.974181074,664.507868804
worse solution,0.10804597907651792,1.0,accepted,"[20, 28, 1, 15, 49, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 3, 46, 11, 45, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 2, 35, 34, 19, 38, 32, 44]","[20, 44, 32, 38, 19, 34, 35, 2, 39, 4, 17, 42, 23, 5, 13, 24, 12, 40, 18, 41, 43, 14, 36, 45, 11, 46, 3, 16, 50, 26, 47, 25, 6, 22, 7, 30, 27, 21, 0, 31, 10, 37, 33, 29, 9, 48, 8, 49, 15, 1, 28]",664.507868804,664.507868804
worse solution,0.3589699129026078,0.994728848996237,accepted,"[20, 44, 32, 38, 19, 34, 35, 2, 39, 4, 17, 42, 23, 5, 13, 24, 12, 40, 18, 41, 43, 14, 36, 45, 11, 46, 3, 16, 50, 26, 47, 25, 6, 22, 7, 30, 27, 21, 0, 31, 10, 37, 33, 29, 9, 48, 8, 49, 15, 1, 28]","[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 3, 46, 11, 45, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 2, 35, 49, 15, 1, 28]",664.507868804,717.147707334
worse solution,0.4894325192199368,0.992995356452858,accepted,"[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 3, 46, 11, 45, 36, 14, 43, 41, 18, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 2, 35, 49, 15, 1, 28]","[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 28, 1, 15, 49, 35, 2, 39, 4, 17, 42, 23, 5, 13, 24, 12, 40, 18, 41, 43, 14, 36, 45, 11, 46, 3]",717.147707334,787.08985729
better solution,none,none,accepted,"[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 28, 1, 15, 49, 35, 2, 39, 4, 17, 42, 23, 5, 13, 24, 12, 40, 18, 41, 43, 14, 36, 45, 11, 46, 3]","[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 28, 1, 2, 35, 49, 15, 39, 4, 17, 42, 23, 5, 13, 24, 12, 40, 18, 41, 43, 14, 36, 45, 11, 46, 3]",787.08985729,777.790724958
worse solution,0.6041841368868981,0.9914031899680097,accepted,"[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 28, 1, 2, 35, 49, 15, 39, 4, 17, 42, 23, 5, 13, 24, 12, 40, 18, 41, 43, 14, 36, 45, 11, 46, 3]","[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 28, 1, 2, 35, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 15, 49, 18, 41, 43, 14, 36, 45, 11, 46, 3]",777.790724958,863.527914382
worse solution,0.19175772132352664,0.9985174266484974,accepted,"[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 25, 47, 26, 50, 16, 28, 1, 2, 35, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 15, 49, 18, 41, 43, 14, 36, 45, 11, 46, 3]","[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 35, 2, 1, 28, 16, 50, 26, 47, 25, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 15, 49, 18, 41, 43, 14, 36, 45, 11, 46, 3]",863.527914382,878.246369613
worse solution,0.6098380269087079,0.9971669997522439,accepted,"[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 37, 10, 31, 0, 21, 27, 30, 7, 22, 6, 35, 2, 1, 28, 16, 50, 26, 47, 25, 40, 12, 24, 13, 5, 23, 42, 17, 4, 39, 15, 49, 18, 41, 43, 14, 36, 45, 11, 46, 3]","[20, 44, 32, 38, 19, 34, 8, 48, 9, 29, 33, 11, 45, 36, 14, 43, 41, 18, 49, 15, 39, 4, 17, 42, 23, 5, 13, 24, 12, 40, 25, 47, 26, 50, 16, 28, 1, 2, 35, 6, 22, 7, 30, 27, 21, 0, 31, 10, 37, 46, 3]",878.246369613,906.362264572
